season,episode,character,dialogue
s08,e13,Phoebe Buffay,"Joey, I just think you're getting worked up over nothing. This is probably just a crush."
s08,e13,Joey Tribbiani,You think?
s08,e13,Phoebe Buffay,"Absolutely! Y'know, you get this rush of feelings, but then it goes away."
s08,e13,Joey Tribbiani,"Yeah, just a crush! That's all this is! It's a crush! I'm Joey; I don't get deep feelings."
s08,e13,Phoebe Buffay,"That's right, there you go! Crushes happen all the time! I know I've had them for all you guys. Well, except for Ross and Chandler. And I'm sure you've had them for us."
s08,e13,Joey Tribbiani,Not really.
s08,e13,Phoebe Buffay,Mm-hmm. Throw me a bone here.
s08,e13,Ross Geller,"So, I uh... I called the doctor and now we both know the sex of the baby."
s08,e13,Ross Geller,That's right. The student has become the master.
s08,e13,Rachel Green,"Ross, I swear, I don't know."
s08,e13,Ross Geller,"Oh, come on, you know it's a girl!"
s08,e13,Rachel Green,A what?!
s08,e13,Ross Geller,You really didn't know?
s08,e13,Rachel Green,We're having a girl?
s08,e13,Rachel Green,That's what you just said!
s08,e13,Rachel Green,You said girl!
s08,e13,Ross Geller,Yes. I'm... I'm sorry. I'm so sorry.
s08,e13,Rachel Green,I'm not! We're having a girl! Sometimes I can't believe it's with you-But still! We're having a girl!
s08,e13,Ross Geller,I know! I know. You know what? I'm putting Ruth back on the table!
s08,e13,Rachel Green,"Oh, yes! We'll have ourselves a little baby Ruth..."
s08,e13,Ross Geller,Permission to veto.
s08,e13,Rachel Green,"Yes, please."
s08,e13,Chandler Bing,Do I smell essential oils?
s08,e13,Monica Geller,"Yeah, I'm going to take a bath. I'm just going to get a magazine."
s08,e13,Monica Geller,What do you think you're doing?
s08,e13,Chandler Bing,L-leaving my troubles behind?
s08,e13,Monica Geller,"I know that you're new at this, but this is completely unacceptable bath decorum."
s08,e13,Chandler Bing,"Oh, it's so hard to care when you're this relaxed."
s08,e13,Monica Geller,"Fine, you can have the bath, but I am taking your boat. Now you're just a girl in a tub!"
s08,e13,Phoebe Buffay,"Hi, Bubbles. Manly. Well, I just thought I would drop by and let you know how it went with Joey."
s08,e13,Chandler Bing,You told her?!
s08,e13,Monica Geller,She pulled it out of me! She's like a conversational wizard! How'd it go?
s08,e13,Phoebe Buffay,"Well, you were wrong, he doesn't like me!"
s08,e13,Phoebe Buffay,"Yeah! How would you like it if I sent you to Lee Majors' house and told you that he liked you, and you went down there and you found out that he didn't like you? How would you feel?"
s08,e13,Monica Geller,I don't think I'd care.
s08,e13,Phoebe Buffay,Really? Lee Majors is hot!
s08,e13,Phoebe Buffay,We're in the bathroom!
s08,e13,Chandler Bing,Because it's a relaxing and enjoyable time!
s08,e13,Joey Tribbiani,What are you guys doing in here?
s08,e13,Monica Geller,"Oh my God! A friend he's looking at differently, but it's wrong. It's Rachel!"
s08,e13,Chandler Bing,You like Rachel?!
s08,e13,Joey Tribbiani,"It's no big deal, okay? Phoebe and I talked about it. It's just a crush! It's going to go away! Dude, you gotta rearrange your bubbles! Oh!"
s08,e13,Phoebe Buffay,Mazel tov.
s08,e13,Rachel Green,"Hey! Ross and I were looking for you! What are we all doing in here? Oh, my!"
s08,e13,Monica Geller,"Honey, cover it up with the boat!"
s08,e13,Chandler Bing,Yes we're all in here and we would love for you to join us!
s08,e13,Ross Geller,"Well hey! What's going on? Ooh, cool boat--Oh, no. Hey, did you, did you tell them?"
s08,e13,Rachel Green,"No, I was waiting for you!"
s08,e13,Phoebe Buffay,Tell us what?
s08,e13,Rachel Green,We're having a girl.
s08,e13,Chandler Bing,I'll...I'll get you later!
s08,e13,Joey Tribbiani,"All right. It's a new day, and it's just a crush, that's all! Just a little crush! All that worrying I was doing, that was crazy. Crazy! Like my friend here the bird would say, ""it was cuckoo!"" Everything's going to be fine. It's just a crush."
s08,e13,Rachel Green,"Hi, sweetie."
s08,e13,Joey Tribbiani,I love you.
s08,e13,Monica Geller,"It sure is nice to do this together, isn't it?"
s08,e13,Chandler Bing,Yeah. And what you're doing feels so good.
s08,e13,Monica Geller,I'm not touching you.
s08,e13,Chandler Bing,You're not?
s08,e13,Monica Geller,It's the salts.
s08,e13,Chandler Bing,"Oh, sweet Lord. New realms of pleasure!"
s08,e13,Monica Geller,"Whatever keeps you off the balcony, big guy!"
s08,e14,Monica Geller,"Hey, what's up?"
s08,e14,Phoebe Buffay,"Well, I left my guitar here again."
s08,e14,Monica Geller,"Oh, okay. No problem."
s08,e14,Monica Geller,Here you go.
s08,e14,Phoebe Buffay,Great! Umm...
s08,e14,Phoebe Buffay,So do you want to hang out or something?
s08,e14,Monica Geller,Phoebe! You kinda caught me at a bad time.
s08,e14,Phoebe Buffay,Oh are you and Chandler...
s08,e14,Monica Geller,Yes! Exactly.
s08,e14,Phoebe Buffay,Okay. Do you guys want me to play for you?
s08,e14,Chandler Bing,"Hey Pheebs, what's up?"
s08,e14,Phoebe Buffay,You ask an intriguing question Chandler Bing.
s08,e14,Phoebe Buffay,Oh my God! You're getting a massage! You never let me massage you!!
s08,e14,Monica Geller,"Phoebe, I can explain!"
s08,e14,Phoebe Buffay,You told me you hate massages!
s08,e14,Chandler Bing,"Buy stamps, pick up dry cleaning...Don't let Phoebe in."
s08,e14,Phoebe Buffay,I can't believe this! How long as this been going on?
s08,e14,Monica Geller,"Well umm, Alexandra has been..."
s08,e14,Phoebe Buffay,"Oh, it has a name?"
s08,e14,Monica Geller,"Phoebe, don't get upset!"
s08,e14,Phoebe Buffay,Okay-Oop! Too late! I'm leaving! Come on Chandler let's go!
s08,e14,Chandler Bing,"Well, Phoebe I thought I'd--Yeah, what the hell."
s08,e14,Joey Tribbiani,"Oh okay, okay! One more push! One more push! Come on honey, we're almost there! We're almost there!"
s08,e14,Rachel Green,"Oh Joey, I'm so happy things worked out for us that we're having this baby together. I love you so much."
s08,e14,Joey Tribbiani,"Oh, I love you too."
s08,e14,Rachel Green,"And I hope it's not an inappropriate time to say this but, you're the best sex I ever had."
s08,e14,Joey Tribbiani,"That's always appropriate! Oh, okay. One more push! One more push!"
s08,e14,Ross Geller,I hope you're a better father than you're a friend!!
s08,e14,Rachel Green,Joey! Joey!
s08,e14,Joey Tribbiani,What? What's going on?
s08,e14,Rachel Green,Come feel this! Come feel my belly!
s08,e14,Rachel Green,Joey! The baby is kicking for the first time! Will you please come feel this?!
s08,e14,Joey Tribbiani,"Oh, y'know what? Maybe uh, you...you should come to me. I'm a not, I'm not wearing any bottoms."
s08,e14,Rachel Green,"Oh, okay!"
s08,e14,Joey Tribbiani,"Oh my, oh my God!"
s08,e14,Rachel Green,"Aw, it's unbelievable! Wow! She is kicking so much! Oh, she's like umm...oh...who's that kind of annoying girl soccer player?"
s08,e14,Joey Tribbiani,Mia Hamm?
s08,e14,Rachel Green,Mia Hamm!
s08,e14,Joey Tribbiani,Oh that's amazing.
s08,e14,Rachel Green,Oh-oh!! One hand on the sheet Joe!
s08,e14,Joey Tribbiani,Whoa-hey-oh! Sorry!
s08,e14,Chandler Bing,Hey babe.
s08,e14,Monica Geller,Hi honey. We just got a wedding gift from Bob and Faye Bing; they don't like us do they?
s08,e14,Chandler Bing,Who says you can't get a nice punch bowl for under six bucks? Maybe we can take it back?
s08,e14,Monica Geller,"No, it doesn't say where it came from. Where would we return it?"
s08,e14,Chandler Bing,How about to the street say from the balcony?
s08,e14,Monica Geller,Why don't we just find a place for it?
s08,e14,Chandler Bing,Okay. How about in that cabinet?
s08,e14,Monica Geller,No! That's where we keep the canned goods! Have you completely forgotten everything you learned at orientation?
s08,e14,Chandler Bing,How about the closet by the bathroom?
s08,e14,Monica Geller,"Oh, okay. Here, why don't you let me do it?"
s08,e14,Chandler Bing,"Oh no-no-no, I will do it. Honey, you have to learn to sit down and relax and let your husband take care of things once and awhile. It's locked, you have to help me. Why is it locked?"
s08,e14,Monica Geller,No reason. I-I keep private things in there.
s08,e14,Chandler Bing,"Oh y'know, I've been living here a while and I've never seen what's inside that closet. What is, what is in there?"
s08,e14,Monica Geller,Feminine stuff.
s08,e14,Chandler Bing,Don't try to make me uncomfortable with feminine stuff!
s08,e14,Monica Geller,"Chandler, there is nothing in there that concerns you! If you love me you-you'll let it go."
s08,e14,Monica Geller,Thank you!
s08,e14,Chandler Bing,Love you.
s08,e14,Phoebe Buffay,"Hello Chandler, lovely day huh? You!"
s08,e14,Chandler Bing,"Phoebe if it helps Alexandra has only been massaging Monica for like three years. If! I said, ""If it helps!"""
s08,e14,Phoebe Buffay,Why won't you let me massage you?
s08,e14,Monica Geller,Well it's...I mean I'd just-I'd be self-conscious. You're my friend; I'd be naked.
s08,e14,Phoebe Buffay,Monica! We lived together for years! I've seen you naked!
s08,e14,Monica Geller,"That's different, we were roommates! And when?!"
s08,e14,Phoebe Buffay,I'm curious about the human body.
s08,e14,Monica Geller,"Hey, come on Phoebe, you can understand why this would be weird for me."
s08,e14,Phoebe Buffay,"But I'm a professional! And I'm really good! Look, if you're uncomfortable we can stop. Just give me a chance, okay. Please?"
s08,e14,Monica Geller,"Okay, if it means that much to you..."
s08,e14,Phoebe Buffay,It does! How would you feel if you couldn't share your cooking? Or-or imagine how Ross would feel if he couldn't teach us about dragons.
s08,e14,Phoebe Buffay,"Potato, potaato."
s08,e14,Joey Tribbiani,Hey Ross! The baby's kicking!
s08,e14,Ross Geller,What?! It is?!
s08,e14,Rachel Green,It's not kicking right now. Although we would love to see you do that again.
s08,e14,Ross Geller,"Hey, when-when was it kicking? What happened?"
s08,e14,Rachel Green,Last night! I just felt it and I went into Joey's room and he was sleeping...
s08,e14,Joey Tribbiani,A dreamless sleep.
s08,e14,Ross Geller,"My God, the baby's kicking. That's great. Although I...kinda wish I-I would've been there to feel the kicking for the first time y'know."
s08,e14,Joey Tribbiani,Well I got stuff going on in here if you wanna feel.
s08,e14,Ross Geller,"Look, I-I don't want to miss anymore baby stuff. So...Here. Here's my new pager number, okay? Anytime anything pregnancy related happens use it! I'll be there! Okay? I don't care if it's three in the morning and all you want is ice cream."
s08,e14,Joey Tribbiani,Wow! Can I get a copy of that?
s08,e14,Phoebe Buffay,Are you under the sheet?
s08,e14,Phoebe Buffay,"Great, let's begin. How's the pressure?"
s08,e14,Monica Geller,Nice! Wow Phoebe you are good!
s08,e14,Phoebe Buffay,"Stating the obvious, but thank you. And it's not weird is it."
s08,e14,Monica Geller,No. Ooohh...
s08,e14,Phoebe Buffay,"That's right, you just enjoy."
s08,e14,Monica Geller,Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!
s08,e14,Monica Geller,Oh God Phoebe!! Oh that's it! That's it! Right there! Oh! Ooooh-oooh-ooooh...
s08,e14,Chandler Bing,I wasn't trying to open your closet! I wasn't trying to open your closet! I swear!
s08,e14,Joey Tribbiani,"Whoa, Monica runs a pretty tight ship over here. What are you doing?"
s08,e14,Chandler Bing,Monica has a secret closet and she won't let me see what's in it.
s08,e14,Joey Tribbiani,Why not?
s08,e14,Chandler Bing,I don't know! What could she possibly be hiding in here that I can't see?!
s08,e14,Joey Tribbiani,"I don't know. Ooh, I bet it's Richard."
s08,e14,Chandler Bing,Why would Monica be keeping Richard in here?
s08,e14,Joey Tribbiani,"Well off the top of my head uhh, maybe she's having her cake and eating it too. You being the cake and Richard being the too. Or!"
s08,e14,Chandler Bing,And here we go...
s08,e14,Joey Tribbiani,"I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh. Y'know it wouldn't kill ya to respect your wife's privacy! Stupid closet full of bugs!"
s08,e14,Rachel Green,"Joey. Joey, something feels weird and not good weird. I don't-Whoa!!"
s08,e14,Joey Tribbiani,"Oh hey whoa-whoa, don't worry. Okay. When my sisters were pregnant they got every weird feeling in the book, it was always nothing."
s08,e14,Joey Tribbiani,"Absolutely. But, we're gonna stop by the hospital just to be sure, okay? I'll page Ross on the way. Come on."
s08,e14,Rachel Green,Okay. Oh God-Ow!-Oo!
s08,e14,Joey Tribbiani,"Okay Rach-Rach-Rach look at me, look at me, everything's gonna be fine, trust me. Okay. Take my hand. Here we go. Oww crushing bones!"
s08,e14,Joey Tribbiani,Hey! So?
s08,e14,Rachel Green,"Hmm, mild discomfort. So I take it you've had one of these Braxton thingies?"
s08,e14,Joey Tribbiani,So but everything is normal.
s08,e14,Joey Tribbiani,And-and there's no danger to her and the baby?
s08,e14,Rachel Green,Thank you doctor. Oh thank you for being so nice and calm.
s08,e14,Joey Tribbiani,Calm?! I wasn't calm! I've never been more scared in all my life!
s08,e14,Rachel Green,But wait you said everything was gonna be okay.
s08,e14,Joey Tribbiani,Well what do I know?! I'm not a doctor!
s08,e14,Rachel Green,But I-But everything is okay. I'm fine!
s08,e14,Joey Tribbiani,You sure?!
s08,e14,Rachel Green,"Yes! Yes! I got half a mind to contract that doctor's uterus though. Mild discomfort, what's he talking about?"
s08,e14,Joey Tribbiani,Oh hey-hey!
s08,e14,Ross Geller,Is everything okay?
s08,e14,Rachel Green,"Yeah, everything's fine!"
s08,e14,Ross Geller,"Your page said come to the hospital, what? What was it? What happened?"
s08,e14,Joey Tribbiani,Something called Braxton-Hicks contractions.
s08,e14,Ross Geller,"Oh. Oh. Thank God, most women don't even feel them."
s08,e14,Rachel Green,"Okay, no uterus, no opinion."
s08,e14,Joey Tribbiani,"Hey uh, what's with the candy?"
s08,e14,Ross Geller,Oh when you beeped me I was on line at the concession stand at the movie theater.
s08,e14,Rachel Green,Oh you went to the movies by yourself?
s08,e14,Ross Geller,No I-Mona!
s08,e14,Rachel Green,"Oh, I gotta go back in there."
s08,e14,Ross Geller,What? Why? What's wrong?
s08,e14,Rachel Green,"No, everything's fine. I just gotta go back..."
s08,e14,Ross Geller,"No really, you tell me what's up."
s08,e14,Rachel Green,I-I forgot my underwear.
s08,e14,Ross Geller,"So, thanks so much for bringing her to the hospital."
s08,e14,Joey Tribbiani,"Oh hey, don't worry about it man. Don't worry about it, no big deal."
